"Sample Name"	"Protocol REF"	"Parameter Value[randomized preparation number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[aliquot number]"	"Term Source REF"	"Term Accession Number"	"Comment[EI analysis notes]"	"Comment[GC analysis notes]"	"Comment[preparation notes]"	"Extract Name"	"Labeled Extract Name"	"Protocol REF"	"Parameter Value[chromatography column]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[chromatography instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[randomized analysis order]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[block]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Index]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[index of position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[order]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[order old]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[ionization mode]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Factor Value[session]"	"Term Source REF"	"Term Accession Number"	"Factor Value[regimen]"	"Term Source REF"	"Term Accession Number"	"Comment[regimen]"	"Factor Value[time point]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[day]"	"Term Source REF"	"Term Accession Number"	"Factor Value[volunteer number]"	"Term Source REF"	"Term Accession Number"
"282"	"LCMS preparation"	"56"	""	""	""	""	""	""	""	""	"0716A282"	"0716A282"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"282"	""	""	"4"	""	""	"366"	""	""	"700"	""	""	"362"	""	""	"94"	""	""	"negative mode"	""	""	"0716A282"	"GSK_neg_block4_19.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"16"	"hour"	""	""	"1"	""	""	"7"	""	""
"275"	"LCMS preparation"	"100"	""	""	""	""	""	""	""	""	"0816D275"	"0816D275"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"275"	""	""	"4"	""	""	"357"	""	""	"691"	""	""	"353"	""	""	"85"	""	""	"negative mode"	""	""	"0816D275"	"GSK_neg_block3_88.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"16"	"hour"	""	""	"1"	""	""	"8"	""	""
"70"	"LCMS preparation"	"78"	""	""	""	""	""	""	""	""	"0916D070"	"0916D070"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"70"	""	""	"1"	""	""	"91"	""	""	"103"	""	""	"88"	""	""	"98"	""	""	"negative mode"	""	""	"0916D070"	"GSK_neg_block1_55r.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"16"	"hour"	""	""	"1"	""	""	"9"	""	""
"278"	"LCMS preparation"	"135"	""	""	""	""	""	""	""	""	"1024C278"	"1024C278"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"278"	""	""	"4"	""	""	"361"	""	""	"695"	""	""	"357"	""	""	"89"	""	""	"negative mode"	""	""	"1024C278"	"GSK_neg_block2_90r.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"24"	"hour"	""	""	"1"	""	""	"10"	""	""
"64"	"LCMS preparation"	"118"	""	""	""	""	""	""	""	""	"1424B064"	"1424B064"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"64"	""	""	"1"	""	""	"83"	""	""	"95"	""	""	"80"	""	""	"90"	""	""	"negative mode"	""	""	"1424B064"	"GSK_neg_block4_25.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"24"	"hour"	""	""	"1"	""	""	"14"	""	""
"30"	"LCMS preparation"	"226"	""	""	""	""	""	""	""	""	"1524A030"	"1524A030"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"30"	""	""	"1"	""	""	"41"	""	""	"53"	""	""	"38"	""	""	"48"	""	""	"negative mode"	""	""	"1524A030"	"GSK_neg_block2_56r.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"24"	"hour"	""	""	"1"	""	""	"15"	""	""
"118"	"LCMS preparation"	"21"	""	""	"3"	""	""	""	""	""	"0124C118"	"0124C118"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"118"	""	""	"2"	""	""	"155"	""	""	"275"	""	""	"151"	""	""	"69"	""	""	"negative mode"	""	""	"0124C118"	"GSK_neg_block4_50.cdf"	"3"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"24"	"hour"	""	""	"1"	""	""	"1"	""	""
"22"	"LCMS preparation"	"148"	""	""	""	""	""	""	""	""	"0224B022"	"0224B022"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"22"	""	""	"1"	""	""	"31"	""	""	"43"	""	""	"28"	""	""	"38"	""	""	"negative mode"	""	""	"0224B022"	"GSK_neg_block3_51.cdf"	"3"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"24"	"hour"	""	""	"1"	""	""	"2"	""	""
"125"	"LCMS preparation"	"231"	""	""	""	""	""	""	""	""	"0624A125"	"0624A125"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"125"	""	""	"2"	""	""	"164"	""	""	"284"	""	""	"160"	""	""	"78"	""	""	"negative mode"	""	""	"0624A125"	"GSK_neg_block4_44.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"24"	"hour"	""	""	"1"	""	""	"6"	""	""
"286"	"LCMS preparation"	"114"	""	""	""	""	""	""	""	""	"0724A286"	"0724A286"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"286"	""	""	"4"	""	""	"371"	""	""	"705"	""	""	"367"	""	""	"99"	""	""	"negative mode"	""	""	"0724A286"	"GSK_neg_block4_100.cdf"	"3"	""	""	"no exercice and food intake"	""	""	"A"	"24"	"hour"	""	""	"1"	""	""	"7"	""	""
"172"	"LCMS preparation"	"80"	""	""	""	""	""	""	""	""	"0824D172"	"0824D172"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"172"	""	""	"3"	""	""	"225"	""	""	"452"	""	""	"221"	""	""	"46"	""	""	"negative mode"	""	""	"0824D172"	"GSK_neg_block4_94.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"24"	"hour"	""	""	"1"	""	""	"8"	""	""
"266"	"LCMS preparation"	"87"	""	""	""	""	""	""	""	""	"0924D266"	"0924D266"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"266"	""	""	"4"	""	""	"346"	""	""	"680"	""	""	"342"	""	""	"74"	""	""	"negative mode"	""	""	"0924D266"	"GSK_neg_block4_99.cdf"	"3"	""	""	"no food intake; no exercise"	""	""	"D"	"24"	"hour"	""	""	"1"	""	""	"9"	""	""
"82"	"LCMS preparation"	"164"	""	""	""	""	""	""	""	""	"1000B082"	"1000B082"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"82"	""	""	"2"	""	""	"110"	""	""	"229"	""	""	"106"	""	""	"23"	""	""	"negative mode"	""	""	"1000B082"	"GSK_neg_block1_67r.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"0"	"hour"	""	""	"1"	""	""	"10"	""	""
"131"	"LCMS preparation"	"70"	""	""	""	""	""	""	""	""	"1400C131"	"1400C131"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"131"	""	""	"2"	""	""	"171"	""	""	"291"	""	""	"167"	""	""	"85"	""	""	"negative mode"	""	""	"1400C131"	"GSK_neg_block4_23.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"0"	"hour"	""	""	"1"	""	""	"14"	""	""
"137"	"LCMS preparation"	"66"	""	""	"2"	""	""	""	"NO SAMPLE"	""	"1500D137"	"1500D137"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"137"	""	""	"2"	""	""	"179"	""	""	"299"	""	""	"175"	""	""	"93"	""	""	"negative mode"	""	""	"1500D137"	"GSK_neg_block3_44.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"0"	"hour"	""	""	"1"	""	""	"15"	""	""
"35"	"LCMS preparation"	"24"	""	""	""	""	""	""	""	""	"0100B035"	"0100B035"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"35"	""	""	"1"	""	""	"47"	""	""	"59"	""	""	"44"	""	""	"54"	""	""	"negative mode"	""	""	"0100B035"	"GSK_neg_block1_27r.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"0"	"hour"	""	""	"1"	""	""	"1"	""	""
"229"	"LCMS preparation"	"201"	""	""	""	""	""	""	""	""	"0200C229"	"0200C229"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"229"	""	""	"4"	""	""	"300"	""	""	"633"	""	""	"296"	""	""	"27"	""	""	"negative mode"	""	""	"0200C229"	"GSK_neg_block1_17r.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"0"	"hour"	""	""	"1"	""	""	"2"	""	""
"250"	"LCMS preparation"	"181"	""	""	""	""	""	""	""	""	"0600D250"	"0600D250"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"250"	""	""	"4"	""	""	"326"	""	""	"660"	""	""	"322"	""	""	"54"	""	""	"negative mode"	""	""	"0600D250"	"GSK_neg_block2_79r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"0"	"hour"	""	""	"1"	""	""	"6"	""	""
"45"	"LCMS preparation"	"142"	""	""	"2"	""	""	""	"NO SAMPLE"	""	"0700D045"	"0700D045"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"45"	""	""	"1"	""	""	"60"	""	""	"72"	""	""	"57"	""	""	"67"	""	""	"negative mode"	""	""	"0700D045"	"GSK_neg_block1_45r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"0"	"hour"	""	""	"1"	""	""	"7"	""	""
"63"	"LCMS preparation"	"38"	""	""	""	""	""	""	""	""	"0800A063"	"0800A063"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"63"	""	""	"1"	""	""	"82"	""	""	"94"	""	""	"79"	""	""	"89"	""	""	"negative mode"	""	""	"0800A063"	"GSK_neg_block4_80.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"0"	"hour"	""	""	"1"	""	""	"8"	""	""
"280"	"LCMS preparation"	"241"	""	""	""	""	""	""	""	""	"0900A280"	"0900A280"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"280"	""	""	"4"	""	""	"363"	""	""	"697"	""	""	"359"	""	""	"91"	""	""	"negative mode"	""	""	"0900A280"	"GSK_neg_block3_17.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"0"	"hour"	""	""	"1"	""	""	"9"	""	""
"62"	"LCMS preparation"	"151"	""	""	""	""	""	""	""	""	"1001B062"	"1001B062"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"62"	""	""	"1"	""	""	"81"	""	""	"93"	""	""	"78"	""	""	"88"	""	""	"negative mode"	""	""	"1001B062"	"GSK_neg_block4_12.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"1"	"hour"	""	""	"1"	""	""	"10"	""	""
"18"	"LCMS preparation"	"280"	""	""	""	""	""	""	""	""	"1401C018"	"1401C018"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"18"	""	""	"1"	""	""	"26"	""	""	"38"	""	""	"23"	""	""	"33"	""	""	"negative mode"	""	""	"1401C018"	"GSK_neg_block2_36r.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"1"	"hour"	""	""	"1"	""	""	"14"	""	""
"7"	"LCMS preparation"	"2"	""	""	""	""	""	""	""	""	"1501D007"	"1501D007"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"7"	""	""	"1"	""	""	"13"	""	""	"24"	""	""	"10"	""	""	"19"	""	""	"negative mode"	""	""	"1501D007"	"GSK_neg_block2_59r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"1"	"hour"	""	""	"1"	""	""	"15"	""	""
"248"	"LCMS preparation"	"128"	""	""	""	""	""	""	""	""	"0101B248"	"0101B248"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"248"	""	""	"4"	""	""	"323"	""	""	"657"	""	""	"319"	""	""	"51"	""	""	"negative mode"	""	""	"0101B248"	"GSK_neg_block1_57r.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"1"	"hour"	""	""	"1"	""	""	"1"	""	""
"150"	"LCMS preparation"	"47"	""	""	""	""	""	""	""	""	"0201C150"	"0201C150"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"150"	""	""	"3"	""	""	"198"	""	""	"424"	""	""	"194"	""	""	"18"	""	""	"negative mode"	""	""	"0201C150"	"GSK_neg_block4_78.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"1"	"hour"	""	""	"1"	""	""	"2"	""	""
"161"	"LCMS preparation"	"282"	""	""	""	""	""	""	""	""	"0601D161"	"0601D161"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"161"	""	""	"3"	""	""	"212"	""	""	"439"	""	""	"208"	""	""	"33"	""	""	"negative mode"	""	""	"0601D161"	"GSK_neg_block2_81r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"1"	"hour"	""	""	"1"	""	""	"6"	""	""
"226"	"LCMS preparation"	"202"	""	""	""	""	""	""	""	""	"0701D226"	"0701D226"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"226"	""	""	"4"	""	""	"296"	""	""	"629"	""	""	"292"	""	""	"23"	""	""	"negative mode"	""	""	"0701D226"	"GSK_neg_block4_79.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"1"	"hour"	""	""	"1"	""	""	"7"	""	""
"251"	"LCMS preparation"	"261"	""	""	""	""	""	""	""	""	"0801A251"	"0801A251"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"251"	""	""	"4"	""	""	"327"	""	""	"661"	""	""	"323"	""	""	"55"	""	""	"negative mode"	""	""	"0801A251"	"GSK_neg_block3_41.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"1"	"hour"	""	""	"1"	""	""	"8"	""	""
"154"	"LCMS preparation"	"204"	""	""	""	""	""	""	""	""	"0901A154"	"0901A154"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"154"	""	""	"3"	""	""	"203"	""	""	"429"	""	""	"199"	""	""	"23"	""	""	"negative mode"	""	""	"0901A154"	"GSK_neg_block1_94r.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"1"	"hour"	""	""	"1"	""	""	"9"	""	""
"88"	"LCMS preparation"	"121"	""	""	""	""	""	""	""	""	"1004B088"	"1004B088"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"88"	""	""	"2"	""	""	"117"	""	""	"236"	""	""	"113"	""	""	"30"	""	""	"negative mode"	""	""	"1004B088"	"GSK_neg_block2_46r.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"4"	"hour"	""	""	"1"	""	""	"10"	""	""
"222"	"LCMS preparation"	"23"	""	""	""	""	""	""	""	""	"1404C222"	"1404C222"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"222"	""	""	"4"	""	""	"291"	""	""	"624"	""	""	"287"	""	""	"18"	""	""	"negative mode"	""	""	"1404C222"	"GSK_neg_block2_33r.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"4"	"hour"	""	""	"1"	""	""	"14"	""	""
"276"	"LCMS preparation"	"116"	""	""	""	""	""	""	""	""	"1504D276"	"1504D276"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"276"	""	""	"4"	""	""	"358"	""	""	"692"	""	""	"354"	""	""	"86"	""	""	"negative mode"	""	""	"1504D276"	"GSK_neg_block1_97r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"4"	"hour"	""	""	"1"	""	""	"15"	""	""
"210"	"LCMS preparation"	"12"	""	""	""	""	""	""	""	""	"0104B210"	"0104B210"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"210"	""	""	"3"	""	""	"273"	""	""	"500"	""	""	"269"	""	""	"94"	""	""	"negative mode"	""	""	"0104B210"	"GSK_neg_block2_89r.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"4"	"hour"	""	""	"1"	""	""	"1"	""	""
"78"	"LCMS preparation"	"11"	""	""	""	""	""	""	""	""	"0204C078"	"0204C078"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"78"	""	""	"2"	""	""	"105"	""	""	"224"	""	""	"101"	""	""	"18"	""	""	"negative mode"	""	""	"0204C078"	"GSK_neg_block1_83r.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"4"	"hour"	""	""	"1"	""	""	"2"	""	""
"230"	"LCMS preparation"	"82"	""	""	""	""	""	""	""	""	"0604D230"	"0604D230"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"230"	""	""	"4"	""	""	"301"	""	""	"634"	""	""	"297"	""	""	"28"	""	""	"negative mode"	""	""	"0604D230"	"GSK_neg_block2_28r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"4"	"hour"	""	""	"1"	""	""	"6"	""	""
"170"	"LCMS preparation"	"32"	""	""	""	""	""	""	""	""	"0704D170"	"0704D170"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"170"	""	""	"3"	""	""	"223"	""	""	"450"	""	""	"219"	""	""	"44"	""	""	"negative mode"	""	""	"0704D170"	"GSK_neg_block1_95r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"4"	"hour"	""	""	"1"	""	""	"7"	""	""
"231"	"LCMS preparation"	"263"	""	""	""	""	""	""	""	""	"0804A231"	"0804A231"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"231"	""	""	"4"	""	""	"302"	""	""	"635"	""	""	"298"	""	""	"29"	""	""	"negative mode"	""	""	"0804A231"	"GSK_neg_block2_61r.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"4"	"hour"	""	""	"1"	""	""	"8"	""	""
"21"	"LCMS preparation"	"258"	""	""	""	""	""	""	""	""	"0904A021"	"0904A021"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"21"	""	""	"1"	""	""	"30"	""	""	"42"	""	""	"27"	""	""	"37"	""	""	"negative mode"	""	""	"0904A021"	"GSK_neg_block3_84.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"4"	"hour"	""	""	"1"	""	""	"9"	""	""
"180"	"LCMS preparation"	"71"	""	""	""	""	""	""	""	""	"1005B180"	"1005B180"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"180"	""	""	"3"	""	""	"235"	""	""	"462"	""	""	"231"	""	""	"56"	""	""	"negative mode"	""	""	"1005B180"	"GSK_neg_block2_38r.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"5"	"hour"	""	""	"1"	""	""	"10"	""	""
"236"	"LCMS preparation"	"251"	""	""	"3"	""	""	""	""	""	"1405C236"	"1405C236"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"236"	""	""	"4"	""	""	"308"	""	""	"642"	""	""	"304"	""	""	"36"	""	""	"negative mode"	""	""	"1405C236"	"GSK_neg_block1_85r.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"5"	"hour"	""	""	"1"	""	""	"14"	""	""
"42"	"LCMS preparation"	"156"	""	""	""	""	""	""	""	""	"1505D042"	"1505D042"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"42"	""	""	"1"	""	""	"56"	""	""	"68"	""	""	"53"	""	""	"63"	""	""	"negative mode"	""	""	"1505D042"	"GSK_neg_block3_98.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"5"	"hour"	""	""	"1"	""	""	"15"	""	""
"254"	"LCMS preparation"	"255"	""	""	""	""	""	""	""	""	"0105B254"	"0105B254"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"254"	""	""	"4"	""	""	"331"	""	""	"665"	""	""	"327"	""	""	"59"	""	""	"negative mode"	""	""	"0105B254"	"GSK_neg_block4_85.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"5"	"hour"	""	""	"1"	""	""	"1"	""	""
"167"	"LCMS preparation"	"16"	""	""	""	""	""	""	""	""	"0205C167"	"0205C167"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"167"	""	""	"3"	""	""	"219"	""	""	"446"	""	""	"215"	""	""	"40"	""	""	"negative mode"	""	""	"0205C167"	"GSK_neg_block3_46.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"5"	"hour"	""	""	"1"	""	""	"2"	""	""
"97"	"LCMS preparation"	"240"	""	""	""	""	""	""	""	""	"0605D097"	"0605D097"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"97"	""	""	"2"	""	""	"129"	""	""	"249"	""	""	"125"	""	""	"43"	""	""	"negative mode"	""	""	"0605D097"	"GSK_neg_block1_89r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"5"	"hour"	""	""	"1"	""	""	"6"	""	""
"13"	"LCMS preparation"	"102"	""	""	""	""	""	""	""	""	"0705D013"	"0705D013"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"13"	""	""	"1"	""	""	"21"	""	""	"32"	""	""	"18"	""	""	"27"	""	""	"negative mode"	""	""	"0705D013"	"GSK_neg_block4_55.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"5"	"hour"	""	""	"1"	""	""	"7"	""	""
"12"	"LCMS preparation"	"106"	""	""	""	""	""	""	""	""	"0805A012"	"0805A012"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"12"	""	""	"1"	""	""	"19"	""	""	"30"	""	""	"16"	""	""	"25"	""	""	"negative mode"	""	""	"0805A012"	"GSK_neg_block4_29.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"5"	"hour"	""	""	"1"	""	""	"8"	""	""
"238"	"LCMS preparation"	"27"	""	""	""	""	""	""	""	""	"0905A238"	"0905A238"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"238"	""	""	"4"	""	""	"311"	""	""	"645"	""	""	"307"	""	""	"39"	""	""	"negative mode"	""	""	"0905A238"	"GSK_neg_block1_25r.cdf"	"4"	""	""	"no exercice and food intake"	""	""	"A"	"5"	"hour"	""	""	"1"	""	""	"9"	""	""
"218"	"LCMS preparation"	"246"	""	""	""	""	""	""	""	""	"1008B218"	"1008B218"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"218"	""	""	"4"	""	""	"286"	""	""	"619"	""	""	"282"	""	""	"13"	""	""	"negative mode"	""	""	"1008B218"	"GSK_neg_block4_14.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"8"	"hour"	""	""	"1"	""	""	"10"	""	""
"221"	"LCMS preparation"	"173"	""	""	""	""	""	""	""	""	"1408C221"	"1408C221"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"221"	""	""	"4"	""	""	"290"	""	""	"623"	""	""	"286"	""	""	"17"	""	""	"negative mode"	""	""	"1408C221"	"GSK_neg_block4_73.cdf"	"4"	""	""	"Utilization Training type 2 exercice(30 minutes at 60% maximum heart rate level) and food intake"	""	""	"C"	"8"	"hour"	""	""	"1"	""	""	"14"	""	""
"214"	"LCMS preparation"	"167"	""	""	""	""	""	""	""	""	"1508D214"	"1508D214"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"214"	""	""	"3"	""	""	"278"	""	""	"505"	""	""	"274"	""	""	"99"	""	""	"negative mode"	""	""	"1508D214"	"GSK_neg_block1_34r.cdf"	"4"	""	""	"no food intake; no exercise"	""	""	"D"	"8"	"hour"	""	""	"1"	""	""	"15"	""	""
"204"	"LCMS preparation"	"268"	""	""	""	""	""	""	""	""	"0108B204"	"0108B204"	"mass spectrometry"	""	""	""	"UPLC-LTQ"	""	""	"Orbitrap-MS instrument"	""	""	"204"	""	""	"3"	""	""	"265"	""	""	"492"	""	""	"261"	""	""	"86"	""	""	"negative mode"	""	""	"0108B204"	"GSK_neg_block3_64.cdf"	"4"	""	""	"no food intake and Utilization Training type 2 exercise (30 minutes at 60% maximum heart rate level)"	""	""	"B"	"8"	"hour"	""	""	"1"	""	""	"1"	""	""
